"op","dms_update_ts","id","createdat","linkid","prioritytype","incidenttype","expirytime","expireusingexcessdelay","isactive","parentincidentid","schema_name","table_name","ingest_hour","ingest_year","ingest_month","ingest_day"
"I","2021-12-31 13:38:53.620000","236891","2022-01-01 00:08:30.0000000 +10:30","1441","5","0","",,,"0","dbo","BeaconIncidents","00","2022","01","01"
"D","2021-12-31 13:39:42.213000","236883","2021-12-31 22:10:00.0000000 +10:30","2468","5","0","",,,"0","dbo","BeaconIncidents","00","2022","01","01"
"U","2022-01-22 18:48:21.983000","238166","2022-01-23 04:29:00.0000000 +10:30","2538","5","0","",,,"238168","dbo","BeaconIncidents","05","2022","01","23"
"I","2022-01-22 18:48:21.983000","238168","2022-01-23 05:18:00.0000000 +10:30","3487","5","0","",,,"0","dbo","BeaconIncidents","05","2022","01","23"
"D","2021-12-31 23:40:24.733000","236918","2022-01-01 10:08:00.0000000 +10:30","915","5","0","",,,"0","dbo","BeaconIncidents","10","2022","01","01"
"D","2022-01-17 02:33:37.050000","237648","2022-01-17 12:15:00.0000000 +10:30","984","5","3","",,,"0","dbo","BeaconIncidents","13","2022","01","17"
"I","2022-01-13 03:28:14.877000","237424","2022-01-13 13:57:00.0000000 +10:30","3021","5","0","",,,"0","dbo","BeaconIncidents","13","2022","01","13"
"D","2022-01-04 16:20:20.373000","237025","2022-01-05 01:19:30.0000000 +10:30","1455","5","0","",,,"0","dbo","BeaconIncidents","02","2022","01","05"
"I","2022-01-17 04:52:37.713000","237662","2022-01-17 15:22:31.0000000 +10:30","83","5","0","",,,"0","dbo","BeaconIncidents","15","2022","01","17"
"D","2022-01-17 04:52:37.713000","237636","2022-01-17 10:10:00.0000000 +10:30","2503","5","3","",,,"0","dbo","BeaconIncidents","15","2022","01","17"
"D","2022-01-17 04:52:37.713000","237637","2022-01-17 10:12:00.0000000 +10:30","2505","5","3","",,,"237636","dbo","BeaconIncidents","15","2022","01","17"
"D","2022-01-17 04:53:22.933000","237659","2022-01-17 15:06:00.0000000 +10:30","3574","5","0","",,,"0","dbo","BeaconIncidents","15","2022","01","17"
"I","2022-01-17 00:21:42.433000","237645","2022-01-17 10:51:30.0000000 +10:30","1334","5","0","",,,"0","dbo","BeaconIncidents","10","2022","01","17"
"I","2022-01-10 01:29:23.997000","237247","2022-01-10 11:59:01.0000000 +10:30","2632","5","0","",,,"0","dbo","BeaconIncidents","12","2022","01","10"
"D","2022-01-03 03:55:21.820000","236976","2022-01-03 14:13:00.0000000 +10:30","1508","5","0","",,,"0","dbo","BeaconIncidents","14","2022","01","03"
"D","2022-01-08 09:29:23.037000","237190","2022-01-08 19:44:00.0000000 +10:30","2366","5","0","",,,"0","dbo","BeaconIncidents","20","2022","01","08"
"U","2022-01-17 03:07:32.507000","237651","2022-01-17 13:06:00.0000000 +10:30","2270","5","14","",,,"0","dbo","BeaconIncidents","13","2022","01","17"
"U","2022-01-17 03:07:42.460000","237652","2022-01-17 13:07:00.0000000 +10:30","491","5","14","",,,"0","dbo","BeaconIncidents","13","2022","01","17"
"I","2022-01-10 06:53:17.150000","237262","2022-01-10 17:23:00.0000000 +10:30","1649","5","0","",,,"0","dbo","BeaconIncidents","17","2022","01","10"
"I","2022-01-09 15:15:42.490000","237234","2022-01-10 01:45:30.0000000 +10:30","3487","5","0","",,,"0","dbo","BeaconIncidents","01","2022","01","10"
"D","2022-01-07 04:04:42.477000","237151","2022-01-07 14:19:00.0000000 +10:30","671","5","1","",,,"0","dbo","BeaconIncidents","14","2022","01","07"
"D","2022-01-07 04:05:21.463000","237147","2022-01-07 13:40:01.0000000 +10:30","2735","5","3","",,,"237145","dbo","BeaconIncidents","14","2022","01","07"
"D","2022-01-07 04:05:42.460000","237145","2022-01-07 13:10:31.0000000 +10:30","347","5","3","",,,"0","dbo","BeaconIncidents","14","2022","01","07"
"I","2022-01-06 14:30:31.770000","237116","2022-01-07 01:00:00.0000000 +10:30","219","5","0","",,,"0","dbo","BeaconIncidents","01","2022","01","07"
"U","2022-01-06 14:30:50.897000","237116","2022-01-07 01:00:00.0000000 +10:30","219","5","3","",,,"0","dbo","BeaconIncidents","01","2022","01","07"
"D","2022-01-03 03:05:42.560000","236974","2022-01-03 13:28:30.0000000 +10:30","3119","5","0","",,,"0","dbo","BeaconIncidents","13","2022","01","03"
"I","2022-01-13 09:20:42.420000","237456","2022-01-13 19:50:30.0000000 +10:30","2064","5","0","",,,"0","dbo","BeaconIncidents","19","2022","01","13"
"U","2022-01-13 09:21:19.213000","237456","2022-01-13 19:50:30.0000000 +10:30","2064","5","3","",,,"0","dbo","BeaconIncidents","19","2022","01","13"
"D","2022-01-08 08:36:42.247000","237186","2022-01-08 19:02:00.0000000 +10:30","3487","5","0","",,,"237187","dbo","BeaconIncidents","19","2022","01","08"
"I","2022-01-03 04:01:42.613000","236977","2022-01-03 14:31:30.0000000 +10:30","3447","5","0","",,,"0","dbo","BeaconIncidents","14","2022","01","03"
"D","2022-01-26 09:52:42.367000","238403","2022-01-26 19:38:00.0000000 +10:30","2202","5","0","",,,"0","dbo","BeaconIncidents","20","2022","01","26"
"D","2022-01-10 02:37:10.830000","237252","2022-01-10 12:42:30.0000000 +10:30","3475","5","8","",,,"0","dbo","BeaconIncidents","13","2022","01","10"
"I","2022-01-06 20:40:15.337000","237121","2022-01-07 07:10:00.0000000 +10:30","3705","5","0","",,,"0","dbo","BeaconIncidents","07","2022","01","07"
"D","2022-01-07 06:41:42.323000","237161","2022-01-07 17:06:30.0000000 +10:30","3149","5","0","",,,"0","dbo","BeaconIncidents","17","2022","01","07"
"I","2022-01-01 09:21:42.220000","236932","2022-01-01 19:51:30.0000000 +10:30","3878","5","0","",,,"0","dbo","BeaconIncidents","19","2022","01","01"
"D","2022-01-10 00:52:20.770000","237245","2022-01-10 10:57:30.0000000 +10:30","696","5","0","",,,"0","dbo","BeaconIncidents","11","2022","01","10"
"D","2022-01-10 00:52:20.770000","237246","2022-01-10 11:17:30.0000000 +10:30","2218","5","0","",,,"0","dbo","BeaconIncidents","11","2022","01","10"
"I","2022-01-07 01:27:42.693000","237143","2022-01-07 11:57:30.0000000 +10:30","824","5","0","",,,"0","dbo","BeaconIncidents","11","2022","01","07"
"D","2022-01-07 01:27:42.693000","237142","2022-01-07 11:43:30.0000000 +10:30","696","5","0","",,,"0","dbo","BeaconIncidents","11","2022","01","07"
"D","2022-01-07 00:01:24.107000","237132","2022-01-07 10:26:30.0000000 +10:30","3484","5","0","",,,"0","dbo","BeaconIncidents","10","2022","01","07"
"I","2022-01-07 00:02:18.677000","237133","2022-01-07 10:32:00.0000000 +10:30","3601","5","0","",,,"0","dbo","BeaconIncidents","10","2022","01","07"
"I","2022-01-01 08:11:42.723000","236930","2022-01-01 18:41:30.0000000 +10:30","962","5","0","",,,"0","dbo","BeaconIncidents","18","2022","01","01"
"I","2022-01-17 10:37:23.083000","237688","2022-01-17 21:07:00.0000000 +10:30","241","5","0","",,,"0","dbo","BeaconIncidents","21","2022","01","17"
"U","2022-01-17 10:37:32.320000","237688","2022-01-17 21:07:00.0000000 +10:30","241","5","3","",,,"0","dbo","BeaconIncidents","21","2022","01","17"
"I","2022-01-22 20:28:42.630000","238174","2022-01-23 06:58:30.0000000 +10:30","2633","5","0","",,,"0","dbo","BeaconIncidents","06","2022","01","23"
"D","2022-01-17 20:39:11.430000","237696","2022-01-18 06:32:00.0000000 +10:30","627","5","0","",,,"0","dbo","BeaconIncidents","07","2022","01","18"
"D","2022-01-01 22:09:42.447000","236940","2022-01-02 08:13:00.0000000 +10:30","3706","5","0","",,,"0","dbo","BeaconIncidents","08","2022","01","02"
"D","2022-01-22 15:37:22.233000","238160","2022-01-23 02:02:00.0000000 +10:30","1454","5","0","",,,"0","dbo","BeaconIncidents","02","2022","01","23"
"I","2022-01-04 06:42:25.130000","237011","2022-01-04 17:12:00.0000000 +10:30","1630","5","0","",,,"0","dbo","BeaconIncidents","17","2022","01","04"
"D","2022-01-17 00:48:25.303000","237643","2022-01-17 10:48:00.0000000 +10:30","2367","5","3","",,,"237641","dbo","BeaconIncidents","11","2022","01","17"
"I","2022-01-02 15:53:42.413000","236962","2022-01-03 02:23:30.0000000 +10:30","2636","5","0","",,,"0","dbo","BeaconIncidents","02","2022","01","03"
"D","2022-01-18 06:02:25.257000","237733","2022-01-18 14:17:00.0000000 +10:30","704","5","3","",,,"0","dbo","BeaconIncidents","16","2022","01","18"
"D","2022-01-02 03:18:23.730000","236950","2022-01-02 12:59:30.0000000 +10:30","3865","5","0","",,,"0","dbo","BeaconIncidents","13","2022","01","02"
"I","2022-01-18 06:13:21.270000","237750","2022-01-18 16:43:00.0000000 +10:30","3026","5","0","",,,"0","dbo","BeaconIncidents","16","2022","01","18"
"U","2022-01-18 06:13:32.430000","237750","2022-01-18 16:43:00.0000000 +10:30","3026","5","3","",,,"0","dbo","BeaconIncidents","16","2022","01","18"
"D","2022-01-03 07:51:19.070000","236983","2022-01-03 16:26:00.0000000 +10:30","532","5","0","",,,"0","dbo","BeaconIncidents","18","2022","01","03"
"D","2022-01-03 07:51:19.070000","236984","2022-01-03 16:26:30.0000000 +10:30","533","5","0","",,,"0","dbo","BeaconIncidents","18","2022","01","03"
"D","2022-01-17 11:48:34.607000","237685","2022-01-17 19:49:30.0000000 +10:30","3892","5","3","",,,"0","dbo","BeaconIncidents","22","2022","01","17"
"I","2021-12-31 20:53:43.930000","236916","2022-01-01 07:20:00.0000000 +10:30","3487","5","0","",,,"0","dbo","BeaconIncidents","07","2022","01","01"
"D","2022-01-03 02:20:35.103000","236969","2022-01-03 11:51:33.0000000 +10:30","3701","5","0","",,,"0","dbo","BeaconIncidents","12","2022","01","03"
"D","2021-12-31 16:17:42.283000","236886","2021-12-31 23:18:30.0000000 +10:30","1460","5","3","",,,"236894","dbo","BeaconIncidents","02","2022","01","01"
"D","2021-12-31 20:10:24.510000","236912","2022-01-01 05:38:00.0000000 +10:30","3487","5","0","",,,"236913","dbo","BeaconIncidents","06","2022","01","01"
"D","2021-12-31 20:10:42.547000","236913","2022-01-01 05:44:00.0000000 +10:30","3484","5","0","",,,"0","dbo","BeaconIncidents","06","2022","01","01"
"I","2022-01-18 06:41:24.607000","237758","2022-01-18 17:11:00.0000000 +10:30","459","5","0","",,,"0","dbo","BeaconIncidents","17","2022","01","18"
"U","2022-01-18 06:41:32.453000","237758","2022-01-18 17:11:00.0000000 +10:30","459","5","3","",,,"0","dbo","BeaconIncidents","17","2022","01","18"
"I","2022-01-07 01:04:24.330000","237139","2022-01-07 11:34:00.0000000 +10:30","671","5","0","",,,"0","dbo","BeaconIncidents","11","2022","01","07"
"I","2022-01-07 01:04:24.330000","237140","2022-01-07 11:34:01.0000000 +10:30","2719","5","3","",,,"237130","dbo","BeaconIncidents","11","2022","01","07"
"I","2022-01-18 01:53:17.603000","237718","2022-01-18 12:23:00.0000000 +10:30","2367","5","3","",,,"237712","dbo","BeaconIncidents","12","2022","01","18"
"D","2022-01-30 17:17:42.307000","238670","2022-01-31 02:55:00.0000000 +10:30","2637","5","0","",,,"0","dbo","BeaconIncidents","03","2022","01","31"
"I","2022-01-07 03:49:24.860000","237151","2022-01-07 14:19:00.0000000 +10:30","671","5","0","",,,"0","dbo","BeaconIncidents","14","2022","01","07"
"D","2022-01-06 22:22:29.210000","237128","2022-01-07 08:45:30.0000000 +10:30","3279","5","1","",,,"0","dbo","BeaconIncidents","08","2022","01","07"
"I","2022-01-05 00:47:23.797000","237039","2022-01-05 11:17:00.0000000 +10:30","2931","5","0","",,,"0","dbo","BeaconIncidents","11","2022","01","05"
"U","2022-01-05 00:47:35.010000","237039","2022-01-05 11:17:00.0000000 +10:30","2931","5","3","",,,"0","dbo","BeaconIncidents","11","2022","01","05"
"D","2022-01-05 00:47:35.010000","237038","2022-01-05 11:10:30.0000000 +10:30","3417","5","0","",,,"0","dbo","BeaconIncidents","11","2022","01","05"
"I","2022-01-05 12:09:34.350000","237055","2022-01-05 22:39:30.0000000 +10:30","2637","5","0","",,,"0","dbo","BeaconIncidents","22","2022","01","05"
"I","2022-01-08 03:42:42.527000","237180","2022-01-08 14:12:30.0000000 +10:30","3705","5","0","",,,"0","dbo","BeaconIncidents","14","2022","01","08"
"I","2022-01-03 12:24:18.153000","236990","2022-01-03 22:54:00.0000000 +10:30","1485","5","0","",,,"0","dbo","BeaconIncidents","22","2022","01","03"
"I","2022-01-08 03:25:27.307000","237178","2022-01-08 13:55:00.0000000 +10:30","3021","5","0","",,,"0","dbo","BeaconIncidents","13","2022","01","08"
"I","2022-01-13 09:01:42.397000","237454","2022-01-13 19:31:30.0000000 +10:30","3021","5","0","",,,"0","dbo","BeaconIncidents","19","2022","01","13"
"D","2022-01-07 01:07:24.490000","237137","2022-01-07 11:19:00.0000000 +10:30","1069","5","0","",,,"0","dbo","BeaconIncidents","11","2022","01","07"
"I","2022-01-12 23:49:42.380000","237410","2022-01-13 10:19:30.0000000 +10:30","2652","5","0","",,,"0","dbo","BeaconIncidents","10","2022","01","13"
"D","2022-01-08 00:30:22.020000","237174","2022-01-08 10:52:00.0000000 +10:30","2224","5","0","",,,"0","dbo","BeaconIncidents","11","2022","01","08"
"I","2022-01-03 01:21:42.443000","236969","2022-01-03 11:51:33.0000000 +10:30","3701","5","0","",,,"0","dbo","BeaconIncidents","11","2022","01","03"
"D","2022-01-18 02:26:24.627000","237721","2022-01-18 12:53:00.0000000 +10:30","1578","5","3","",,,"0","dbo","BeaconIncidents","12","2022","01","18"
"D","2021-12-31 19:29:42.563000","236876","2021-12-31 20:23:30.0000000 +10:30","2200","5","0","",,,"0","dbo","BeaconIncidents","06","2022","01","01"
"I","2022-01-02 04:13:42.277000","236954","2022-01-02 14:43:30.0000000 +10:30","3705","5","0","",,,"0","dbo","BeaconIncidents","14","2022","01","02"
"I","2022-01-22 17:17:34.470000","238163","2022-01-23 03:47:30.0000000 +10:30","2636","5","0","",,,"0","dbo","BeaconIncidents","03","2022","01","23"
"D","2022-01-16 19:09:22.997000","237608","2022-01-16 20:19:30.0000000 +10:30","3804","5","3","",,,"0","dbo","BeaconIncidents","05","2022","01","17"
"D","2022-01-12 23:56:42.387000","237410","2022-01-13 10:19:30.0000000 +10:30","2652","5","0","",,,"0","dbo","BeaconIncidents","10","2022","01","13"
"D","2021-12-31 20:09:22.243000","236914","2022-01-01 06:31:30.0000000 +10:30","2637","5","0","",,,"0","dbo","BeaconIncidents","06","2022","01","01"
"D","2022-01-08 06:46:42.710000","237185","2022-01-08 17:12:30.0000000 +10:30","3487","5","0","",,,"0","dbo","BeaconIncidents","17","2022","01","08"
"I","2022-01-02 00:49:42.630000","236942","2022-01-02 11:19:33.0000000 +10:30","3701","5","0","",,,"0","dbo","BeaconIncidents","11","2022","01","02"
"D","2022-01-05 01:29:42.157000","237044","2022-01-05 11:50:30.0000000 +10:30","3108","5","0","",,,"0","dbo","BeaconIncidents","12","2022","01","05"
"D","2022-01-12 17:30:21.547000","237401","2022-01-13 03:41:30.0000000 +10:30","2540","5","0","",,,"0","dbo","BeaconIncidents","04","2022","01","13"
"I","2022-01-16 20:54:42.497000","237631","2022-01-17 07:24:30.0000000 +10:30","627","5","0","",,,"0","dbo","BeaconIncidents","07","2022","01","17"
"I","2022-01-16 20:55:35.157000","237632","2022-01-17 07:25:30.0000000 +10:30","210","5","0","",,,"0","dbo","BeaconIncidents","07","2022","01","17"
"D","2022-01-17 03:03:42.607000","237649","2022-01-17 12:49:00.0000000 +10:30","2955","5","3","",,,"0","dbo","BeaconIncidents","13","2022","01","17"
"I","2022-01-04 00:45:22.230000","237001","2022-01-04 11:15:00.0000000 +10:30","3705","5","0","",,,"0","dbo","BeaconIncidents","11","2022","01","04"
"I","2022-01-05 10:54:22.783000","237053","2022-01-05 21:24:00.0000000 +10:30","2653","5","0","",,,"0","dbo","BeaconIncidents","21","2022","01","05"
"U","2022-01-05 10:54:32.073000","237053","2022-01-05 21:24:00.0000000 +10:30","2653","5","9","",,,"0","dbo","BeaconIncidents","21","2022","01","05"
"D","2022-01-05 07:49:24.130000","237050","2022-01-05 18:12:30.0000000 +10:30","3705","5","0","",,,"0","dbo","BeaconIncidents","18","2022","01","05"
"I","2022-01-26 10:19:23.393000","238410","2022-01-26 20:49:00.0000000 +10:30","2437","5","0","",,,"0","dbo","BeaconIncidents","20","2022","01","26"
"D","2022-01-26 01:56:20.083000","238371","2022-01-26 11:00:31.0000000 +10:30","3601","5","0","",,,"0","dbo","BeaconIncidents","12","2022","01","26"
"I","2022-01-26 01:56:42.423000","238383","2022-01-26 12:26:31.0000000 +10:30","2735","5","3","",,,"238373","dbo","BeaconIncidents","12","2022","01","26"
"U","2022-01-04 07:07:23.903000","237013","2022-01-04 17:16:30.0000000 +10:30","1544","6","4","",,,"0","dbo","BeaconIncidents","17","2022","01","04"
"I","2022-01-16 21:41:19.423000","237634","2022-01-17 08:11:00.0000000 +10:30","2923","5","0","",,,"0","dbo","BeaconIncidents","08","2022","01","17"
"D","2022-01-02 07:32:42.467000","236958","2022-01-02 17:54:00.0000000 +10:30","3706","5","0","",,,"0","dbo","BeaconIncidents","18","2022","01","02"
"I","2022-01-30 21:59:36.853000","238685","2022-01-31 08:29:30.0000000 +10:30","2867","5","0","",,,"0","dbo","BeaconIncidents","08","2022","01","31"
"D","2022-01-10 03:34:42.667000","237253","2022-01-10 13:12:00.0000000 +10:30","537","5","3","",,,"0","dbo","BeaconIncidents","14","2022","01","10"
"I","2022-01-23 00:56:22.760000","238178","2022-01-23 11:26:00.0000000 +10:30","1070","5","0","",,,"0","dbo","BeaconIncidents","11","2022","01","23"
"D","2022-01-01 09:45:42.243000","236931","2022-01-01 19:48:00.0000000 +10:30","2199","5","0","",,,"0","dbo","BeaconIncidents","20","2022","01","01"
"D","2022-01-23 13:25:42.363000","238192","2022-01-23 21:50:30.0000000 +10:30","3894","5","3","",,,"238191","dbo","BeaconIncidents","23","2022","01","23"
"D","2022-01-02 02:16:42.710000","236946","2022-01-02 11:54:30.0000000 +10:30","3327","5","0","",,,"0","dbo","BeaconIncidents","12","2022","01","02"
"D","2022-01-07 05:15:42.247000","237155","2022-01-07 15:35:00.0000000 +10:30","1783","5","0","",,,"0","dbo","BeaconIncidents","15","2022","01","07"
"D","2022-01-04 02:03:19.563000","237003","2022-01-04 12:25:30.0000000 +10:30","1958","5","0","",,,"0","dbo","BeaconIncidents","12","2022","01","04"
"D","2022-01-17 00:57:37.037000","237644","2022-01-17 10:50:30.0000000 +10:30","3588","5","3","",,,"237641","dbo","BeaconIncidents","11","2022","01","17"
"D","2022-01-17 00:58:11.900000","237641","2022-01-17 10:43:30.0000000 +10:30","343","5","3","",,,"0","dbo","BeaconIncidents","11","2022","01","17"
"I","2022-01-07 02:22:11.890000","237144","2022-01-07 12:51:00.0000000 +10:30","671","5","0","",,,"0","dbo","BeaconIncidents","12","2022","01","07"
"D","2022-01-31 07:29:42.353000","238716","2022-01-31 16:28:30.0000000 +10:30","717","5","0","",,,"0","dbo","BeaconIncidents","18","2022","01","31"
"D","2022-01-31 07:30:34.620000","238729","2022-01-31 17:43:01.0000000 +10:30","1973","5","0","",,,"0","dbo","BeaconIncidents","18","2022","01","31"
"D","2022-01-31 07:30:41.547000","238728","2022-01-31 17:42:30.0000000 +10:30","2090","5","0","",,,"0","dbo","BeaconIncidents","18","2022","01","31"
"D","2022-01-17 05:04:42.723000","237658","2022-01-17 15:00:00.0000000 +10:30","704","5","3","",,,"0","dbo","BeaconIncidents","15","2022","01","17"
"I","2022-01-04 01:55:42.303000","237003","2022-01-04 12:25:30.0000000 +10:30","1958","5","0","",,,"0","dbo","BeaconIncidents","12","2022","01","04"
"U","2022-01-05 12:33:00.387000","237057","2022-01-05 22:57:00.0000000 +10:30","219","5","3","",,,"0","dbo","BeaconIncidents","23","2022","01","05"
"D","2022-01-30 22:52:17.607000","238689","2022-01-31 09:12:30.0000000 +10:30","943","5","3","",,,"0","dbo","BeaconIncidents","09","2022","01","31"
"D","2022-01-30 22:52:17.607000","238690","2022-01-31 09:15:01.0000000 +10:30","488","5","0","",,,"0","dbo","BeaconIncidents","09","2022","01","31"
"I","2022-01-06 21:12:19.490000","237123","2022-01-07 07:42:00.0000000 +10:30","671","5","0","",,,"0","dbo","BeaconIncidents","07","2022","01","07"
