"stop_id","stop_code","stop_name","stop_desc","stop_lat","stop_lon","zone_id","stop_url","location_type","parent_station","stop_timezone","wheelchair_boarding","feed_version","ingest_year","ingest_month","ingest_day","feed_version_partition"
"101154","18245.0","Stop 162 Para Rd - North side","97 Para Rd, Evanston","-34.621965","138.737916",,"http://www.adelaidemetro.com.au/stops/view/18245",,,,,"1175","2022","01","31","1175"
"100944","18036.0","Stop 16B Taylors Rd - South side","4 Taylors Rd, Mitcham","-34.978784","138.624238",,"http://www.adelaidemetro.com.au/stops/view/18036",,,,,"1175","2022","01","31","1175"
"834","10799.0","Stop 44A Northbri Ave - East side","92 Northbri Ave, Salisbury East","-34.79216","138.65281",,"http://www.adelaidemetro.com.au/stops/view/10799",,,,,"1175","2022","01","31","1175"
"6068","15904.0","Stop 56 Wheatsheaf Rd - South side","10-20 Wheatsheaf Rd, Morphett Vale","-35.1262150184411","138.525736752684",,"http://www.adelaidemetro.com.au/stops/view/15904",,,,,"1175","2022","01","31","1175"
"785","10756.0","Stop 44 Main North Rd - West side","1517 Main North Rd, Salisbury East","-34.78726","138.65049",,"http://www.adelaidemetro.com.au/stops/view/10756",,,,,"1175","2022","01","31","1175"
"5580","15428.0","Stop 47A Barramundi Dr - South side","91 Barramundi Dr, Hallett Cove","-35.0677802012057","138.52410386788",,"http://www.adelaidemetro.com.au/stops/view/15428",,,,,"1175","2022","01","31","1175"
"5411","15263.0","Stop 45 Newland Ave - South East side","44 Newland Ave, Marino","-35.0426810439323","138.517731437857",,"http://www.adelaidemetro.com.au/stops/view/15263",,,,,"1175","2022","01","31","1175"
"8127","17054.0","Stop 122A Aldinga Beach Rd - South side","24 Aldinga Beach Rd, Aldinga Beach","-35.2791166683311","138.446643298852",,"http://www.adelaidemetro.com.au/stops/view/17054",,,,,"1175","2022","01","31","1175"
"3489","13376.0","Stop 15 Kensington Rd - North side","383-385 Kensington Rd, Kensington Gardens","-34.925549","138.667062",,"http://www.adelaidemetro.com.au/stops/view/13376",,,,,"1175","2022","01","31","1175"
"3391","13279.0","Stop R1 North Tce - South side","304 North Tce, Adelaide","-34.921168","138.609067",,"http://www.adelaidemetro.com.au/stops/view/13279",,,,,"1175","2022","01","31","1175"
"4607","14474.0","Stop 19 Marion Rd - East side","677 Marion Rd, Ascot Park","-34.9863351834985","138.556573436478",,"http://www.adelaidemetro.com.au/stops/view/14474",,,,,"1175","2022","01","31","1175"
"5387","15241.0","Stop 36 Diosma Dr - East side","1 Diosma Dr, Coromandel Valley","-35.039132","138.619399",,"http://www.adelaidemetro.com.au/stops/view/15241",,,,,"1175","2022","01","31","1175"
"4732","14599.0","Stop 20 West St - West side","4 West St, Ascot Park","-34.9927123710108","138.565150547409",,"http://www.adelaidemetro.com.au/stops/view/14599",,,,,"1175","2022","01","31","1175"
"5515","15365.0","Stop 45A Sunnymeade Dr - North West side","90 Sunnymeade Dr, Aberfoyle Park","-35.06229","138.60477",,"http://www.adelaidemetro.com.au/stops/view/15365",,,,,"1175","2022","01","31","1175"
"3938","13815.0","Stop 8 Galway Ave - North side","53-55 Galway Ave, North Plympton","-34.948678473","138.56121921",,"http://www.adelaidemetro.com.au/stops/view/13815",,,,,"1175","2022","01","31","1175"
"6406","16239.0","Stop 87A Nashwauk Cres - South side","67 Nashwauk Cres, Moana","-35.19786","138.47163",,"http://www.adelaidemetro.com.au/stops/view/16239",,,,,"1175","2022","01","31","1175"
"5900","15737.0","Stop 49 Hillier Rd - East side","81-93 Hillier Rd, Reynella","-35.1010972675516","138.521830154609",,"http://www.adelaidemetro.com.au/stops/view/15737",,,,,"1175","2022","01","31","1175"
"100869","17961.0","Stop 34U Salisbury Hwy - West side","569 Salisbury Hwy, Green Fields","-34.797032","138.610219",,"http://www.adelaidemetro.com.au/stops/view/17961",,,,,"1175","2022","01","31","1175"
"927","10887.0","Stop 39 Main North Rd - East side","1351 Main North Rd, Para Hills West","-34.79965","138.6401",,"http://www.adelaidemetro.com.au/stops/view/10887",,,,,"1175","2022","01","31","1175"
